timestamp,system_alarm,true_label,sensor_alarm_count
1572346905,1,0,6
1572346906,1,0,2
1572346907,1,0,5
1572346908,1,0,4
1572346909,1,0,3
1572346910,1,0,3
1572346911,1,0,7
1572346912,1,0,3
1572346913,1,0,3
1572346914,1,0,3
1572346915,1,0,7
1572346916,1,0,2
1572346917,1,0,5
1572346918,1,0,1
1572346919,1,0,8
1572346920,1,0,3
1572346921,1,0,4
1572346922,1,0,1
1572346923,1,0,7
1572346924,1,0,2
1572346925,1,0,4
1572346926,1,0,2
1572346927,1,0,6
1572346928,1,0,4
1572346929,1,0,4
1572346930,1,0,2
1572346931,1,0,5
1572346932,1,0,4
1572346933,1,0,3
1572346934,1,0,1
1572346935,1,0,6
1572346936,1,0,4
1572346937,1,0,4
1572346938,1,0,1
1572346939,1,0,6
1572346940,1,0,6
1572346941,1,0,3
1572346942,0,0,0
1572346943,1,0,5
1572346944,1,0,4
1572346945,1,0,2
1572346946,1,0,2
1572346947,1,0,7
1572346948,1,0,4
1572346949,1,0,3
1572346950,1,0,1
1572346951,1,0,6
1572346952,1,0,4
1572346953,1,0,3
1572346954,1,0,2
1572346955,1,0,5
1572346956,1,0,3
1572346957,1,0,3
1572346958,1,0,1
1572346959,1,0,6
1572346960,1,0,6
1572346961,1,0,3
1572346962,1,0,3
1572346963,1,0,4
1572346964,1,0,4
1572346965,1,0,2
1572346966,0,0,0
1572346967,1,0,6
1572346968,1,0,5
1572346969,1,0,4
1572346970,1,0,2
1572346971,1,0,6
1572346972,1,0,3
1572346973,1,0,3
1572346974,0,0,0
1572346975,1,0,6
1572346976,1,0,6
1572346977,1,0,4
1572346978,0,0,0
1572346979,1,0,5
1572346980,1,0,6
1572346981,1,0,3
1572346982,1,0,2
1572346983,1,0,6
1572346984,1,0,3
1572346985,1,0,3
1572346986,1,0,1
1572346987,1,0,5
1572346988,1,0,5
1572346989,1,0,5
1572346990,1,0,2
1572346991,1,0,5
1572346992,1,0,3
1572346993,1,0,3
1572346994,0,0,0
1572346995,1,0,4
1572346996,1,0,4
1572346997,1,0,5
1572346998,1,0,2
1572346999,1,0,6
1572347000,1,0,1
1572347001,1,0,4
1572347002,1,0,1
1572347003,1,0,5
1572347004,1,0,2
1572347005,1,0,2
1572347006,1,0,2
1572347007,1,0,6
1572347008,1,0,4
1572347009,1,0,3
1572347010,0,0,0
1572347011,1,0,6
1572347012,1,0,1
1572347013,1,0,3
1572347014,1,0,1
1572347015,1,0,5
1572347016,1,0,3
1572347017,1,0,2
1572347018,1,0,1
1572347019,1,0,6
1572347020,1,0,2
1572347021,1,0,3
1572347022,0,0,0
1572347023,1,0,6
1572347024,1,0,2
1572347025,1,0,2
1572347026,1,0,2
1572347027,1,0,5
1572347028,1,0,2
1572347029,1,0,3
1572347030,0,0,0
1572347031,1,0,6
1572347032,1,0,2
1572347033,1,0,3
1572347034,0,0,0
1572347035,1,0,7
1572347036,1,0,2
1572347037,1,0,3
1572347038,1,0,2
1572347039,1,0,7
1572347040,1,0,1
1572347041,1,0,3
1572347042,0,0,0
1572347043,1,0,6
1572347044,1,0,3
1572347045,1,0,2
1572347046,1,0,1
1572347047,1,0,5
1572347048,1,0,2
1572347049,1,0,3
1572347050,1,0,2
1572347051,1,0,6
1572347052,1,0,1
1572347053,1,0,4
1572347054,0,0,0
1572347055,1,0,6
1572347056,1,0,2
1572347057,1,0,3
1572347058,1,0,1
1572347059,1,0,7
1572347060,1,0,1
1572347061,1,0,3
1572347062,0,0,0
1572347063,1,0,6
1572347064,1,0,3
1572347065,1,0,2
1572347066,1,0,1
1572347067,1,0,6
1572347068,1,0,1
1572347069,1,0,3
1572347070,1,0,1
1572347071,1,0,7
1572347072,1,0,2
1572347073,1,0,2
1572347074,0,0,0
1572347075,1,0,6
1572347076,1,0,2
1572347077,1,0,3
1572347078,0,0,0
1572347079,1,0,7
1572347080,1,0,2
1572347081,1,0,3
1572347082,0,0,0
1572347083,1,0,6
1572347084,1,0,2
1572347085,1,0,3
1572347086,1,0,1
1572347087,1,0,6
1572347088,1,0,2
1572347089,1,0,3
1572347090,0,0,0
1572347091,1,0,8
1572347092,0,0,0
1572347093,1,0,3
1572347094,1,0,1
1572347095,1,0,7
1572347096,1,0,1
1572347097,1,0,2
1572347098,1,0,2
1572347099,1,0,8
1572347100,0,0,0
1572347101,1,0,2
1572347102,0,0,0
1572347103,1,0,7
1572347104,1,0,2
1572347105,1,0,3
1572347106,0,0,0
1572347107,1,0,5
1572347108,1,0,2
1572347109,1,0,4
1572347110,0,0,0
1572347111,1,0,6
1572347112,1,0,3
1572347113,1,0,3
1572347114,1,0,1
1572347115,1,0,5
1572347116,0,0,0
1572347117,1,0,3
1572347118,1,0,1
1572347119,1,0,9
1572347120,1,0,1
1572347121,1,0,2
1572347122,0,0,0
1572347123,1,0,6
1572347124,1,0,1
1572347125,1,0,2
1572347126,1,0,2
1572347127,1,0,6
1572347128,1,0,2
1572347129,1,0,4
1572347130,0,0,0
1572347131,1,0,5
1572347132,0,0,0
1572347133,1,0,4
1572347134,1,0,1
1572347135,1,0,7
1572347136,1,0,1
1572347137,1,0,2
1572347138,0,0,0
1572347139,1,0,8
1572347140,1,0,1
1572347141,1,0,2
1572347142,0,0,0
1572347143,1,0,6
1572347144,1,0,2
1572347145,1,0,4
1572347146,1,0,1
1572347147,1,0,5
1572347148,0,0,0
1572347149,1,0,3
1572347150,0,0,0
1572347151,1,0,8
1572347152,1,0,1
1572347153,1,0,4
1572347154,0,0,0
1572347155,1,0,5
1572347156,0,0,0
1572347157,1,0,5
1572347158,1,0,1
1572347159,1,0,6
1572347160,1,0,2
1572347161,1,0,3
1572347162,1,0,2
1572347163,1,0,6
1572347164,0,0,0
1572347165,1,0,2
1572347166,0,0,0
1572347167,1,0,6
1572347168,1,0,2
1572347169,1,0,5
1572347170,0,0,0
1572347171,1,0,5
1572347172,0,0,0
1572347173,1,0,2
1572347174,1,0,2
1572347175,1,0,7
1572347176,1,0,1
1572347177,1,0,2
1572347178,0,0,0
1572347179,1,0,6
1572347180,1,0,1
1572347181,1,0,5
1572347182,1,0,1
1572347183,1,0,7
1572347184,1,0,1
1572347185,1,0,2
1572347186,0,0,0
1572347187,1,0,9
1572347188,0,0,0
1572347189,1,0,4
1572347190,0,0,0
1572347191,1,0,7
1572347192,1,0,2
1572347193,1,0,5
1572347194,1,0,2
1572347195,1,0,5
1572347196,0,0,0
1572347197,1,0,3
1572347198,1,0,2
1572347199,1,0,11
1572347200,1,0,1
1572347201,1,0,3
1572347202,0,0,0
1572347203,1,0,7
1572347204,1,0,3
1572347205,1,0,2
1572347206,1,0,1
1572347207,1,0,9
1572347208,1,0,1
1572347209,1,0,6
1572347210,1,0,1
1572347211,1,0,5
1572347212,1,0,3
1572347213,1,0,2
1572347214,1,0,2
1572347215,1,0,8
1572347216,1,0,2
1572347217,1,0,3
1572347218,1,0,1
1572347219,1,0,11
1572347220,1,0,1
1572347221,1,0,3
1572347222,1,0,1
1572347223,1,0,7
1572347224,1,0,3
1572347225,1,0,2
1572347226,1,0,1
1572347227,1,0,5
1572347228,1,0,3
1572347229,1,0,6
1572347230,1,0,5
1572347231,1,0,7
1572347232,0,0,0
1572347233,1,0,2
1572347234,1,0,2
1572347235,1,0,5
1572347236,1,0,2
1572347237,1,0,4
1572347238,1,0,2
1572347239,1,0,11
1572347240,0,0,0
1572347241,1,0,2
1572347242,1,0,2
1572347243,1,0,5
1572347244,1,0,4
1572347245,1,0,2
1572347246,1,0,3
1572347247,1,0,6
1572347248,1,0,1
1572347249,1,0,5
1572347250,0,0,0
1572347251,1,0,5
1572347252,1,0,1
1572347253,1,0,3
1572347254,1,0,3
1572347255,1,0,5
1572347256,1,0,1
1572347257,1,0,4
1572347258,0,0,0
1572347259,1,0,8
1572347260,0,0,0
1572347261,1,0,2
1572347262,1,0,1
1572347263,1,0,5
1572347264,1,0,3
1572347265,1,0,2
1572347266,1,0,1
1572347267,1,0,5
1572347268,0,0,0
1572347269,1,0,5
1572347270,1,0,1
1572347271,1,0,6
1572347272,0,0,0
1572347273,1,0,2
1572347274,1,0,2
1572347275,1,0,6
1572347276,1,0,1
1572347277,1,0,3
1572347278,1,0,1
1572347279,1,0,8
1572347280,0,0,0
1572347281,1,0,2
1572347282,0,0,0
1572347283,1,0,5
1572347284,1,0,3
1572347285,1,0,2
1572347286,1,0,2
1572347287,1,0,5
1572347288,1,0,1
1572347289,1,0,6
1572347290,0,0,0
1572347291,1,0,5
1572347292,0,0,0
1572347293,1,0,3
1572347294,1,0,2
1572347295,1,0,7
1572347296,1,0,2
1572347297,1,0,2
1572347298,0,0,0
1572347299,1,0,7
1572347300,1,0,1
1572347301,1,0,4
1572347302,0,0,0
1572347303,1,0,5
1572347304,1,0,2
1572347305,1,0,2
1572347306,1,0,2
1572347307,1,0,7
1572347308,0,0,0
1572347309,1,0,5
1572347310,0,0,0
1572347311,1,0,5
1572347312,1,0,1
1572347313,1,0,4
1572347314,1,0,3
1572347315,1,0,4
1572347316,1,0,1
1572347317,1,0,3
1572347318,0,0,0
1572347319,1,0,10
1572347320,0,0,0
1572347321,1,0,3
1572347322,1,0,1
1572347323,1,0,4
1572347324,1,0,3
1572347325,1,0,3
1572347326,1,0,1
1572347327,1,0,6
1572347328,1,0,2
1572347329,1,0,5
1572347330,1,0,1
1572347331,1,0,3
1572347332,1,0,2
1572347333,1,0,4
1572347334,1,0,3
1572347335,1,0,5
1572347336,1,0,2
1572347337,1,0,3
1572347338,1,0,1
1572347339,1,0,7
1572347340,1,0,2
1572347341,1,0,2
1572347342,1,0,1
1572347343,1,0,5
1572347344,1,0,3
1572347345,1,0,4
1572347346,0,0,0
1572347347,1,0,5
1572347348,1,0,2
1572347349,1,0,5
1572347350,1,0,1
1572347351,1,0,6
1572347352,1,0,1
1572347353,1,0,3
1572347354,1,0,2
1572347355,1,0,5
1572347356,0,0,0
1572347357,1,0,4
1572347358,1,0,2
1572347359,1,0,8
1572347360,0,0,0
1572347361,1,0,3
1572347362,1,0,2
1572347363,1,0,4
1572347364,1,0,3
1572347365,1,0,2
1572347366,1,0,1
1572347367,1,0,7
1572347368,1,0,1
1572347369,1,0,5
1572347370,1,0,1
1572347371,1,0,5
1572347372,0,0,0
1572347373,1,0,3
1572347374,1,0,4
1572347375,1,0,5
1572347376,0,0,0
1572347377,1,0,2
1572347378,1,0,3
1572347379,1,0,8
1572347380,0,0,0
1572347381,1,0,2
1572347382,1,0,2
1572347383,1,0,5
1572347384,1,0,3
1572347385,1,0,3
1572347386,1,0,1
1572347387,1,0,4
1572347388,0,0,0
1572347389,1,0,6
1572347390,1,0,3
1572347391,1,0,5
1572347392,1,0,2
1572347393,1,0,2
1572347394,1,0,3
1572347395,1,0,4
1572347396,1,0,1
1572347397,1,0,3
1572347398,1,0,2
1572347399,1,0,9
1572347400,1,0,1
1572347401,1,0,3
1572347402,1,0,1
1572347403,1,0,3
1572347404,1,0,4
1572347405,1,0,2
1572347406,1,0,2
1572347407,1,0,5
1572347408,0,0,0
1572347409,1,0,6
1572347410,1,0,1
1572347411,1,0,4
1572347412,0,0,0
1572347413,1,0,4
1572347414,1,0,4
1572347415,1,0,4
1572347416,0,0,0
1572347417,1,0,2
1572347418,1,0,1
1572347419,1,0,7
1572347420,1,0,2
1572347421,1,0,2
1572347422,1,0,2
1572347423,1,0,4
1572347424,1,0,2
1572347425,1,0,2
1572347426,1,0,3
1572347427,1,0,3
1572347428,1,0,1
1572347429,1,0,5
1572347430,1,0,1
1572347431,1,0,4
1572347432,1,0,1
1572347433,1,0,4
1572347434,1,0,3
1572347435,1,0,4
1572347436,1,0,1
1572347437,1,0,2
1572347438,1,0,2
1572347439,1,0,7
1572347440,1,0,1
1572347441,1,0,2
1572347442,1,0,1
1572347443,1,0,3
1572347444,1,0,4
1572347445,1,0,3
1572347446,1,0,1
1572347447,1,0,6
1572347448,1,0,2
1572347449,1,0,6
1572347450,1,0,1
1572347451,1,0,3
1572347452,1,0,1
1572347453,1,0,3
1572347454,1,0,4
1572347455,1,0,5
1572347456,1,0,1
1572347457,1,0,3
1572347458,1,0,3
1572347459,1,0,8
1572347460,0,0,0
1572347461,1,0,3
1572347462,1,0,4
1572347463,1,0,5
1572347464,1,0,2
1572347465,1,0,2
1572347466,1,0,2
1572347467,1,0,4
1572347468,1,0,2
1572347469,1,0,8
1572347470,1,0,4
1572347471,1,0,5
1572347472,0,0,0
1572347473,1,0,2
1572347474,1,0,5
1572347475,1,0,3
1572347476,1,0,3
1572347477,1,0,6
1572347478,1,0,3
1572347479,1,0,7
1572347480,1,0,1
1572347481,1,0,2
1572347482,1,0,2
1572347483,1,0,5
1572347484,1,0,6
1572347485,1,0,6
1572347486,1,0,2
1572347487,1,0,4
1572347488,1,0,1
1572347489,1,0,6
1572347490,1,0,1
1572347491,1,0,5
1572347492,1,0,4
1572347493,1,0,5
1572347494,1,0,3
1572347495,1,0,5
1572347496,0,0,0
1572347497,1,0,3
1572347498,1,0,2
1572347499,1,0,7
1572347500,1,0,1
1572347501,1,0,3
1572347502,1,0,3
1572347503,1,0,5
1572347504,1,0,4
1572347505,1,0,2
1572347506,1,0,2
1572347507,1,0,3
1572347508,0,0,0
1572347509,1,0,5
1572347510,1,0,2
1572347511,1,0,6
1572347512,0,0,0
1572347513,1,0,3
1572347514,1,0,3
1572347515,1,0,4
1572347516,0,0,0
1572347517,1,0,2
1572347518,1,0,2
1572347519,1,0,7
1572347520,1,0,1
1572347521,1,0,3
1572347522,1,0,1
1572347523,1,0,3
1572347524,1,0,2
1572347525,1,0,3
1572347526,1,0,3
1572347527,1,0,4
1572347528,0,0,0
1572347529,1,0,5
1572347530,1,0,1
1572347531,1,0,4
1572347532,1,0,1
1572347533,1,0,3
1572347534,1,0,4
1572347535,1,0,4
1572347536,0,0,0
1572347537,1,0,3
1572347538,1,0,1
1572347539,1,0,7
1572347540,1,0,1
1572347541,1,0,3
1572347542,1,0,2
1572347543,1,0,4
1572347544,1,0,2
1572347545,1,0,2
1572347546,1,0,1
1572347547,1,0,6
1572347548,0,0,0
1572347549,1,0,4
1572347550,1,0,2
1572347551,1,0,4
1572347552,0,0,0
1572347553,1,0,4
1572347554,1,0,4
1572347555,1,0,3
1572347556,1,0,1
1572347557,1,0,2
1572347558,1,0,2
1572347559,1,0,7
1572347560,0,0,0
1572347561,1,0,3
1572347562,1,0,3
1572347563,1,0,4
1572347564,1,0,2
1572347565,1,0,2
1572347566,1,0,1
1572347567,1,0,4
1572347568,1,0,4
1572347569,1,0,4
1572347570,1,0,2
1572347571,1,0,4
1572347572,0,0,0
1572347573,1,0,4
1572347574,1,0,3
1572347575,1,0,5
1572347576,1,0,1
1572347577,1,0,2
1572347578,1,0,2
1572347579,1,0,6
1572347580,0,0,0
1572347581,1,0,3
1572347582,1,0,3
1572347583,1,0,5
1572347584,1,0,1
1572347585,1,0,3
1572347586,1,0,1
1572347587,1,0,3
1572347588,1,0,1
1572347589,1,0,6
1572347590,1,0,1
1572347591,1,0,4
1572347592,1,0,1
1572347593,1,0,3
1572347594,1,0,3
1572347595,1,0,4
1572347596,1,0,1
1572347597,1,0,2
1572347598,1,0,2
1572347599,1,0,8
1572347600,0,0,0
1572347601,1,0,3
1572347602,1,0,1
1572347603,1,0,4
1572347604,1,0,1
1572347605,1,0,3
1572347606,1,0,2
1572347607,1,0,6
1572347608,0,0,0
1572347609,1,0,4
1572347610,1,0,3
1572347611,1,0,3
1572347612,1,0,3
1572347613,1,0,4
1572347614,1,0,2
1572347615,1,0,5
1572347616,0,0,0
1572347617,1,0,3
1572347618,1,0,1
1572347619,1,0,7
1572347620,1,0,1
1572347621,1,0,3
1572347622,1,0,1
1572347623,1,0,4
1572347624,1,0,2
1572347625,1,0,6
1572347626,1,0,2
1572347627,1,0,4
1572347628,0,0,0
1572347629,1,0,4
1572347630,1,0,1
1572347631,1,0,7
1572347632,0,0,0
1572347633,1,0,5
1572347634,1,0,2
1572347635,1,0,3
1572347636,0,0,0
1572347637,1,0,5
1572347638,1,0,3
1572347639,1,0,8
1572347640,0,0,0
1572347641,1,0,2
1572347642,1,0,1
1572347643,1,0,5
1572347644,1,0,2
1572347645,1,0,3
1572347646,1,0,1
1572347647,1,0,5
1572347648,0,0,0
1572347649,1,0,8
1572347650,1,0,1
1572347651,1,0,3
1572347652,1,0,3
1572347653,1,0,2
1572347654,1,0,3
1572347655,1,0,5
1572347656,1,0,1
1572347657,1,0,2
1572347658,1,0,1
1572347659,1,0,6
1572347660,1,0,1
1572347661,1,0,3
1572347662,1,0,3
1572347663,1,0,5
1572347664,1,0,1
1572347665,1,0,3
1572347666,1,0,3
1572347667,1,0,5
1572347668,0,0,0
1572347669,1,0,4
1572347670,1,0,2
1572347671,1,0,4
1572347672,0,0,0
1572347673,1,0,4
1572347674,1,0,2
1572347675,1,0,4
1572347676,0,0,0
1572347677,1,0,3
1572347678,1,0,2
1572347679,1,0,7
1572347680,0,0,0
1572347681,1,0,4
1572347682,1,0,1
1572347683,1,0,4
1572347684,0,0,0
1572347685,1,0,3
1572347686,1,0,2
1572347687,1,0,5
1572347688,0,0,0
1572347689,1,0,4
1572347690,1,0,1
1572347691,1,0,5
1572347692,1,0,2
1572347693,1,0,3
1572347694,1,0,1
1572347695,1,0,4
1572347696,0,0,0
1572347697,1,0,5
1572347698,1,0,2
1572347699,1,0,5
1572347700,0,0,0
1572347701,1,0,3
1572347702,1,0,1
1572347703,1,0,5
1572347704,1,0,1
1572347705,1,0,3
1572347706,1,0,1
1572347707,1,0,3
1572347708,0,0,0
1572347709,1,0,5
1572347710,1,0,1
1572347711,1,0,6
1572347712,0,0,0
1572347713,1,0,2
1572347714,1,0,1
1572347715,1,0,5
1572347716,1,0,1
1572347717,1,0,4
1572347718,1,0,3
1572347719,1,0,5
1572347720,0,0,0
1572347721,1,0,2
1572347722,1,0,3
1572347723,1,0,4
1572347724,0,0,0
1572347725,1,0,2
1572347726,1,0,3
1572347727,1,0,4
1572347728,0,0,0
1572347729,1,0,5
1572347730,1,0,2
1572347731,1,0,3
1572347732,0,0,0
1572347733,1,0,2
1572347734,1,0,2
1572347735,1,0,6
1572347736,1,0,1
1572347737,1,0,3
1572347738,1,0,1
1572347739,1,0,4
1572347740,1,0,1
1572347741,1,0,3
1572347742,1,0,2
1572347743,1,0,4
1572347744,1,0,3
1572347745,1,0,3
1572347746,1,0,1
1572347747,1,0,3
1572347748,0,0,0
1572347749,1,0,3
1572347750,1,0,3
1572347751,1,0,4
1572347752,1,0,3
1572347753,1,0,3
1572347754,1,0,1
1572347755,1,0,4
1572347756,1,0,1
1572347757,1,0,2
1572347758,1,0,3
1572347759,1,0,5
1572347760,1,0,2
1572347761,1,0,2
1572347762,1,0,2
1572347763,1,0,3
1572347764,1,0,2
1572347765,1,0,4
1572347766,1,0,1
1572347767,1,0,4
1572347768,1,0,2
1572347769,1,0,4
1572347770,1,0,3
1572347771,1,0,3
1572347772,0,0,0
1572347773,1,0,2
1572347774,1,0,1
1572347775,1,0,5
1572347776,1,0,4
1572347777,1,0,2
1572347778,1,0,1
1572347779,1,0,4
1572347780,0,0,0
1572347781,1,0,3
1572347782,1,0,2
1572347783,1,0,5
1572347784,1,0,2
1572347785,1,0,2
1572347786,1,0,2
1572347787,1,0,5
1572347788,0,0,0
1572347789,1,0,3
1572347790,1,0,2
1572347791,1,0,5
1572347792,1,0,4
1572347793,1,0,2
1572347794,1,0,1
1572347795,1,0,3
1572347796,1,0,1
1572347797,1,0,4
1572347798,1,0,2
1572347799,1,0,7
1572347800,1,0,2
1572347801,1,0,2
1572347802,1,0,1
1572347803,1,0,4
1572347804,1,0,1
1572347805,1,0,2
1572347806,1,0,1
1572347807,1,0,4
1572347808,1,0,3
1572347809,1,0,4
1572347810,1,0,1
1572347811,1,0,4
1572347812,1,0,1
1572347813,1,0,2
1572347814,1,0,1
1572347815,1,0,6
1572347816,1,0,2
1572347817,1,0,2
1572347818,1,0,2
1572347819,1,0,4
1572347820,0,0,0
1572347821,1,0,3
1572347822,1,0,1
1572347823,1,0,4
1572347824,1,0,2
1572347825,1,0,3
1572347826,1,0,1
1572347827,1,0,5
1572347828,0,0,0
1572347829,1,0,3
1572347830,1,0,1
1572347831,1,0,4
1572347832,1,0,3
1572347833,1,0,3
1572347834,1,0,2
1572347835,1,0,3
1572347836,0,0,0
1572347837,1,0,3
1572347838,1,0,1
1572347839,1,0,7
1572347840,1,0,1
1572347841,1,0,3
1572347842,1,0,1
1572347843,1,0,5
1572347844,0,0,0
1572347845,1,0,2
1572347846,1,0,3
1572347847,1,0,4
1572347848,0,0,0
1572347849,1,0,4
1572347850,1,0,1
1572347851,1,0,5
1572347852,0,0,0
1572347853,1,0,4
1572347854,1,0,2
1572347855,1,0,4
1572347856,1,0,1
1572347857,1,0,2
1572347858,1,0,1
1572347859,1,0,5
1572347860,1,0,1
1572347861,1,0,4
1572347862,1,0,1
1572347863,1,0,4
1572347864,1,0,1
1572347865,1,0,3
1572347866,1,0,2
1572347867,1,0,4
1572347868,0,0,0
1572347869,1,0,4
1572347870,1,0,1
1572347871,1,0,6
1572347872,1,0,1
1572347873,1,0,2
1572347874,1,0,4
1572347875,1,0,4
1572347876,1,0,1
1572347877,1,0,3
1572347878,1,0,1
1572347879,1,0,5
1572347880,0,0,0
1572347881,1,0,4
1572347882,1,0,2
1572347883,1,0,5
1572347884,0,0,0
1572347885,1,0,2
1572347886,1,0,3
1572347887,1,0,4
1572347888,1,0,3
1572347889,1,0,3
1572347890,1,0,2
1572347891,1,0,3
1572347892,0,0,0
1572347893,1,0,3
1572347894,1,0,4
1572347895,1,0,5
1572347896,0,0,0
1572347897,1,0,3
1572347898,1,0,2
1572347899,1,0,6
1572347900,0,0,0
1572347901,1,0,2
1572347902,1,0,2
1572347903,1,0,4
1572347904,1,0,2
1572347905,1,0,4
1572347906,1,0,1
1572347907,1,0,3
1572347908,1,0,2
1572347909,1,0,5
1572347910,1,0,2
1572347911,1,0,4
1572347912,1,0,1
1572347913,1,0,2
1572347914,1,0,2
1572347915,1,0,5
1572347916,1,0,4
1572347917,1,0,2
1572347918,1,0,2
1572347919,1,0,5
1572347920,1,0,1
1572347921,1,0,3
1572347922,1,0,1
1572347923,1,0,4
1572347924,0,0,0
1572347925,1,0,3
1572347926,1,0,2
1572347927,1,0,5
1572347928,1,0,1
1572347929,1,0,3
1572347930,1,0,2
1572347931,1,0,4
1572347932,1,0,1
1572347933,1,0,2
1572347934,1,0,2
1572347935,1,0,4
1572347936,1,0,1
1572347937,1,0,3
1572347938,1,0,3
1572347939,1,0,5
1572347940,0,0,0
1572347941,1,0,2
1572347942,1,0,1
1572347943,1,0,5
1572347944,1,0,1
1572347945,1,0,3
1572347946,1,0,2
1572347947,1,0,3
1572347948,1,0,2
1572347949,1,0,4
1572347950,1,0,2
1572347951,1,0,5
1572347952,0,0,0
1572347953,1,0,2
1572347954,1,0,1
1572347955,1,0,4
1572347956,0,0,0
1572347957,1,0,3
1572347958,1,0,2
1572347959,1,0,6
1572347960,0,0,0
1572347961,1,0,3
1572347962,1,0,1
1572347963,1,0,3
1572347964,1,0,1
1572347965,1,0,2
1572347966,1,0,2
1572347967,1,0,5
1572347968,1,0,1
1572347969,1,0,3
1572347970,1,0,2
1572347971,1,0,3
1572347972,1,0,2
1572347973,1,0,3
1572347974,1,0,2
1572347975,1,0,4
1572347976,1,0,1
1572347977,1,0,2
1572347978,1,0,1
1572347979,1,0,4
1572347980,1,0,4
1572347981,1,0,2
1572347982,1,0,1
1572347983,1,0,4
1572347984,0,0,0
1572347985,1,0,3
1572347986,1,0,2
1572347987,1,0,3
1572347988,0,0,0
1572347989,1,0,5
1572347990,1,0,1
1572347991,1,0,4
1572347992,1,0,1
1572347993,1,0,2
1572347994,1,0,3
1572347995,1,0,4
1572347996,1,0,1
1572347997,1,0,3
1572347998,1,0,2
1572347999,1,0,5
1572348000,0,0,0
1572348001,1,0,2
1572348002,1,0,3
1572348003,1,0,4
1572348004,0,0,0
1572348005,1,0,2
1572348006,1,0,1
1572348007,1,0,7
1572348008,0,0,0
1572348009,1,0,3
1572348010,1,0,2
1572348011,1,0,4
1572348012,0,0,0
1572348013,1,0,4
1572348014,1,0,1
1572348015,1,0,4
1572348016,1,0,1
1572348017,1,0,3
1572348018,1,0,2
1572348019,1,0,3
1572348020,0,0,0
1572348021,1,0,2
1572348022,1,0,4
1572348023,1,0,3
1572348024,0,0,0
1572348025,1,0,4
1572348026,1,0,2
1572348027,1,0,2
1572348028,1,0,2
1572348029,1,0,3
1572348030,1,0,2
1572348031,1,0,4
1572348032,0,0,0
1572348033,1,0,3
1572348034,1,0,3
1572348035,1,0,2
1572348036,0,0,0
1572348037,1,0,2
1572348038,1,0,2
1572348039,1,0,4
1572348040,1,0,1
1572348041,1,0,4
1572348042,1,0,2
1572348043,1,0,2
1572348044,1,0,1
1572348045,1,0,3
1572348046,1,0,3
1572348047,1,0,3
1572348048,1,0,3
1572348049,1,0,3
1572348050,1,0,2
1572348051,1,0,2
1572348052,0,0,0
1572348053,1,0,2
1572348054,1,0,2
1572348055,1,0,4
1572348056,1,0,2
1572348057,1,0,2
1572348058,1,0,2
1572348059,1,0,4
1572348060,1,0,1
1572348061,1,0,3
1572348062,1,0,3
1572348063,1,0,5
1572348064,1,0,2
1572348065,1,0,3
1572348066,1,0,2
1572348067,1,0,2
